Dates,Price,Destination,HotelName,InviaCode,Operator,MealType
"29.9. - 6.10.
							(8 dní)",19767,Rhodos,Sunshine Rhodes,52988,Brenna,All Inclusive
"29.9. - 8.10.
							(10 dní)",26390,Rhodos,Sunshine Rhodes,52988,,All Inclusive
"30.9. - 7.10.
							(8 dní)",16570,Rhodos,Sunshine Rhodes,52988,Snail Travel Int.,All Inclusive
"29.9. - 6.10.
							(8 dní)",11778,Rhodos,Evi,27706,Čedok,All Inclusive
"30.9. - 7.10.
							(8 dní)",9890,Rhodos,Evi,27706,,All Inclusive
"1.10. - 8.10.
							(8 dní)",11490,Rhodos,Evi,27706,Pantour,All Inclusive
"1.10. - 8.10.
							(8 dní)",14990,Rhodos,Lutania Beach,8583,Blue Style,All Inclusive
"29.9. - 6.10.
							(8 dní)",21351,Rhodos,Labranda Blue Bay Beach,7965,Alexandria,All Inclusive
"30.9. - 7.10.
							(8 dní)",14390,Rhodos,Labranda Blue Bay Beach,7965,Electra Tours,All Inclusive
"1.10. - 8.10.
							(8 dní)",21351,Rhodos,Labranda Blue Bay Beach,7965,Alexandria,All Inclusive
"29.9. - 6.10.
							(8 dní)",13719,Rhodos,Happy Days,29379,Brenna,All Inclusive
"30.9. - 7.10.
							(8 dní)",10290,Rhodos,Happy Days,29379,,Polopenze
"30.9. - 7.10.
							(8 dní)",11690,Rhodos,Happy Days,29379,Pantour,All Inclusive
"29.9. - 6.10.
							(8 dní)",18592,Rhodos,Blue Sea Beach Resort,7981,Čedok,Ultra All inclusive
"30.9. - 7.10.
							(8 dní)",21063,Rhodos,Blue Sea Beach Resort,7981,,All Inclusive
"30.9. - 7.10.
							(8 dní)",22794,Rhodos,Blue Sea Beach Resort,7981,Maxi Reisen,Ultra All inclusive
"29.9. - 6.10.
							(8 dní)",12759,Rhodos,Loutanis,8576,Travel 2002,All Inclusive
"30.9. - 7.10.
							(8 dní)",10890,Rhodos,Loutanis,8576,Pantour,All Inclusive
"29.9. - 6.10.
							(8 dní)",16215,Rhodos,Kamari Beach,21462,Travel 2002,All Inclusive
"30.9. - 7.10.
							(8 dní)",12830,Rhodos,Kamari Beach,21462,My Planet (Travel Planet),All Inclusive
"1.10. - 8.10.
							(8 dní)",12880,Rhodos,Kamari Beach,21462,Fischer,All Inclusive
"1.9. - 8.9.
							(8 dní)",23661,Rhodos,Sunshine Rhodes,52988,Solartour SK,All Inclusive
"1.9. - 9.9.
							(9 dní)",24131,Rhodos,Sunshine Rhodes,52988,Exim Tours,All Inclusive
"1.9. - 10.9.
							(10 dní)",32490,Rhodos,Sunshine Rhodes,52988,Snail Travel Int.,All Inclusive
"1.9. - 8.9.
							(8 dní)",12193,Rhodos,Evi,27706,Čedok,All Inclusive
"2.9. - 9.9.
							(8 dní)",11790,Rhodos,Evi,27706,,All Inclusive
"3.9. - 10.9.
							(8 dní)",13972,Rhodos,Evi,27706,Pantour,All Inclusive
"3.9. - 10.9.
							(8 dní)",24990,Rhodos,Lutania Beach,8583,Blue Style,All Inclusive
"1.9. - 8.9.
							(8 dní)",17282,Rhodos,Labranda Blue Bay Beach,7965,Solartour SK,All Inclusive
"2.9. - 9.9.
							(8 dní)",16390,Rhodos,Labranda Blue Bay Beach,7965,Electra Tours,All Inclusive
"3.9. - 10.9.
							(8 dní)",18350,Rhodos,Labranda Blue Bay Beach,7965,Solartour SK,All Inclusive
"2.9. - 9.9.
							(8 dní)",14089,Rhodos,Happy Days,29379,Maxi Reisen,All Inclusive
"2.9. - 9.9.
							(8 dní)",12501,Rhodos,Happy Days,29379,Maxi Reisen,Polopenze
"3.9. - 10.9.
							(8 dní)",11905,Rhodos,Happy Days,29379,Maxi Reisen,Polopenze
"1.9. - 8.9.
							(8 dní)",28719,Rhodos,Blue Sea Beach Resort,7981,Solartour SK,All Inclusive
"1.9. - 8.9.
							(8 dní)",24855,Rhodos,Blue Sea Beach Resort,7981,Travel 2002,Ultra All inclusive
"2.9. - 9.9.
							(8 dní)",25372,Rhodos,Blue Sea Beach Resort,7981,Maxi Reisen,All Inclusive
"1.9. - 8.9.
							(8 dní)",13623,Rhodos,Loutanis,8576,Travel 2002,All Inclusive
"2.9. - 9.9.
							(8 dní)",12980,Rhodos,Loutanis,8576,My Planet (Travel Planet),All Inclusive
"1.9. - 8.9.
							(8 dní)",18926,Rhodos,Kamari Beach,21462,Exim Tours,All Inclusive
"1.9. - 9.9.
							(9 dní)",18926,Rhodos,Kamari Beach,21462,Exim Tours,All Inclusive
"2.9. - 9.9.
							(8 dní)",17080,Rhodos,Kamari Beach,21462,My Planet (Travel Planet),All Inclusive
"11.8. - 18.8.
							(8 dní)",28370,Rhodos,Sunshine Rhodes,52988,Fischer,All Inclusive
"11.8. - 19.8.
							(9 dní)",28371,Rhodos,Sunshine Rhodes,52988,Exim Tours,All Inclusive
"11.8. - 20.8.
							(10 dní)",38090,Rhodos,Sunshine Rhodes,52988,Snail Travel Int.,All Inclusive
"11.8. - 18.8.
							(8 dní)",15098,Rhodos,Evi,27706,Čedok,All Inclusive
"12.8. - 19.8.
							(8 dní)",13390,Rhodos,Evi,27706,,All Inclusive
"13.8. - 20.8.
							(8 dní)",16043,Rhodos,Evi,27706,Pantour,All Inclusive
"13.8. - 20.8.
							(8 dní)",24090,Rhodos,Lutania Beach,8583,Blue Style,All Inclusive
"11.8. - 18.8.
							(8 dní)",20738,Rhodos,Labranda Blue Bay Beach,7965,Solartour SK,All Inclusive
"12.8. - 19.8.
							(8 dní)",19890,Rhodos,Labranda Blue Bay Beach,7965,Electra Tours,All Inclusive
"13.8. - 20.8.
							(8 dní)",20626,Rhodos,Labranda Blue Bay Beach,7965,Solartour SK,All Inclusive
"11.8. - 18.8.
							(8 dní)",16664,Rhodos,Happy Days,29379,Solartour SK,Polopenze
"18.8. - 25.8.
							(8 dní)",26771,Rhodos,Sunshine Rhodes,52988,Exim Tours,All Inclusive
"11.8. - 18.8.
							(8 dní)",17079,Rhodos,Happy Days,29379,Brenna,All Inclusive
"12.8. - 19.8.
							(8 dní)",15690,Rhodos,Happy Days,29379,,All Inclusive
"11.8. - 18.8.
							(8 dní)",27063,Rhodos,Blue Sea Beach Resort,7981,Brenna,All Inclusive
"11.8. - 18.8.
							(8 dní)",22597,Rhodos,Blue Sea Beach Resort,7981,,Ultra All inclusive
"12.8. - 19.8.
							(8 dní)",27527,Rhodos,Blue Sea Beach Resort,7981,Čedok,All Inclusive
"11.8. - 18.8.
							(8 dní)",15735,Rhodos,Loutanis,8576,Travel 2002,All Inclusive
"12.8. - 19.8.
							(8 dní)",15580,Rhodos,Loutanis,8576,My Planet (Travel Planet),All Inclusive
"11.8. - 18.8.
							(8 dní)",22359,Rhodos,Kamari Beach,21462,Brenna,All Inclusive
"11.8. - 19.8.
							(9 dní)",22501,Rhodos,Kamari Beach,21462,,All Inclusive
"12.8. - 19.8.
							(8 dní)",19770,Rhodos,Kamari Beach,21462,Exim Tours,All Inclusive
"18.8. - 26.8.
							(9 dní)",26771,Rhodos,Sunshine Rhodes,52988,Exim Tours,All Inclusive
"18.8. - 27.8.
							(10 dní)",38090,Rhodos,Sunshine Rhodes,52988,Snail Travel Int.,All Inclusive
"18.8. - 25.8.
							(8 dní)",15098,Rhodos,Evi,27706,Čedok,All Inclusive
"19.8. - 26.8.
							(8 dní)",13390,Rhodos,Evi,27706,,All Inclusive
"20.8. - 27.8.
							(8 dní)",15478,Rhodos,Evi,27706,Pantour,All Inclusive
"20.8. - 27.8.
							(8 dní)",25790,Rhodos,Lutania Beach,8583,Blue Style,All Inclusive
"18.8. - 25.8.
							(8 dní)",20738,Rhodos,Labranda Blue Bay Beach,7965,Solartour SK,All Inclusive
"19.8. - 26.8.
							(8 dní)",19590,Rhodos,Labranda Blue Bay Beach,7965,Electra Tours,All Inclusive
"20.8. - 27.8.
							(8 dní)",20626,Rhodos,Labranda Blue Bay Beach,7965,Solartour SK,All Inclusive
"18.8. - 25.8.
							(8 dní)",16636,Rhodos,Happy Days,29379,Solartour SK,Polopenze
"18.8. - 25.8.
							(8 dní)",17079,Rhodos,Happy Days,29379,Brenna,All Inclusive
"19.8. - 26.8.
							(8 dní)",15390,Rhodos,Happy Days,29379,,All Inclusive
"18.8. - 25.8.
							(8 dní)",27063,Rhodos,Blue Sea Beach Resort,7981,Brenna,All Inclusive
"18.8. - 25.8.
							(8 dní)",22597,Rhodos,Blue Sea Beach Resort,7981,,Ultra All inclusive
"19.8. - 26.8.
							(8 dní)",27527,Rhodos,Blue Sea Beach Resort,7981,Čedok,All Inclusive
"18.8. - 25.8.
							(8 dní)",15735,Rhodos,Loutanis,8576,Travel 2002,All Inclusive
"19.8. - 26.8.
							(8 dní)",15480,Rhodos,Loutanis,8576,My Planet (Travel Planet),All Inclusive
"18.8. - 25.8.
							(8 dní)",22359,Rhodos,Kamari Beach,21462,Brenna,All Inclusive
"18.8. - 26.8.
							(9 dní)",22501,Rhodos,Kamari Beach,21462,,All Inclusive
"19.8. - 26.8.
							(8 dní)",19770,Rhodos,Kamari Beach,21462,Exim Tours,All Inclusive
"25.8. - 1.9.
							(8 dní)",23605,Rhodos,Sunshine Rhodes,52988,Solartour SK,All Inclusive
"25.8. - 2.9.
							(9 dní)",31946,Rhodos,Sunshine Rhodes,52988,Exim Tours,All Inclusive
"25.8. - 3.9.
							(10 dní)",33690,Rhodos,Sunshine Rhodes,52988,Snail Travel Int.,All Inclusive
"25.8. - 1.9.
							(8 dní)",14683,Rhodos,Evi,27706,Čedok,All Inclusive
"26.8. - 2.9.
							(8 dní)",10990,Rhodos,Evi,27706,,All Inclusive
"27.8. - 3.9.
							(8 dní)",15290,Rhodos,Evi,27706,Pantour,All Inclusive
"27.8. - 3.9.
							(8 dní)",25390,Rhodos,Lutania Beach,8583,Blue Style,All Inclusive
"25.8. - 1.9.
							(8 dní)",18547,Rhodos,Labranda Blue Bay Beach,7965,Solartour SK,All Inclusive
"26.8. - 2.9.
							(8 dní)",17950,Rhodos,Labranda Blue Bay Beach,7965,Electra Tours,All Inclusive
"27.8. - 3.9.
							(8 dní)",18996,Rhodos,Labranda Blue Bay Beach,7965,Solartour SK,All Inclusive
"26.8. - 2.9.
							(8 dní)",14089,Rhodos,Happy Days,29379,Maxi Reisen,All Inclusive
"26.8. - 2.9.
							(8 dní)",12501,Rhodos,Happy Days,29379,Maxi Reisen,Polopenze
"27.8. - 3.9.
							(8 dní)",11905,Rhodos,Happy Days,29379,Maxi Reisen,Polopenze
"25.8. - 1.9.
							(8 dní)",28663,Rhodos,Blue Sea Beach Resort,7981,Solartour SK,All Inclusive
"25.8. - 1.9.
							(8 dní)",22597,Rhodos,Blue Sea Beach Resort,7981,Čedok,Ultra All inclusive
"26.8. - 2.9.
							(8 dní)",25680,Rhodos,Blue Sea Beach Resort,7981,,All Inclusive
"25.8. - 1.9.
							(8 dní)",13623,Rhodos,Loutanis,8576,Travel 2002,All Inclusive
"26.8. - 2.9.
							(8 dní)",13280,Rhodos,Loutanis,8576,My Planet (Travel Planet),All Inclusive
"25.8. - 1.9.
							(8 dní)",19866,Rhodos,Kamari Beach,21462,Exim Tours,All Inclusive
"25.8. - 2.9.
							(9 dní)",19866,Rhodos,Kamari Beach,21462,Exim Tours,All Inclusive
"26.8. - 2.9.
							(8 dní)",17780,Rhodos,Kamari Beach,21462,My Planet (Travel Planet),All Inclusive
"22.9. - 29.9.
							(8 dní)",19767,Rhodos,Sunshine Rhodes,52988,Brenna,All Inclusive
"22.9. - 1.10.
							(10 dní)",26390,Rhodos,Sunshine Rhodes,52988,,All Inclusive
"23.9. - 30.9.
							(8 dní)",15580,Rhodos,Sunshine Rhodes,52988,Snail Travel Int.,All Inclusive
"22.9. - 29.9.
							(8 dní)",12193,Rhodos,Evi,27706,Čedok,All Inclusive
"23.9. - 30.9.
							(8 dní)",10990,Rhodos,Evi,27706,,All Inclusive
"24.9. - 1.10.
							(8 dní)",11980,Rhodos,Evi,27706,Pantour,All Inclusive
"24.9. - 1.10.
							(8 dní)",21790,Rhodos,Lutania Beach,8583,Blue Style,All Inclusive
"22.9. - 29.9.
							(8 dní)",17619,Rhodos,Labranda Blue Bay Beach,7965,Solartour SK,All Inclusive
"23.9. - 30.9.
							(8 dní)",14990,Rhodos,Labranda Blue Bay Beach,7965,Electra Tours,All Inclusive
"24.9. - 1.10.
							(8 dní)",19912,Rhodos,Labranda Blue Bay Beach,7965,Alexandria,All Inclusive
"22.9. - 29.9.
							(8 dní)",14472,Rhodos,Happy Days,29379,Solartour SK,Polopenze
"15.9. - 22.9.
							(8 dní)",20439,Rhodos,Sunshine Rhodes,52988,Brenna,All Inclusive
"22.9. - 29.9.
							(8 dní)",13719,Rhodos,Happy Days,29379,Brenna,All Inclusive
"23.9. - 30.9.
							(8 dní)",11690,Rhodos,Happy Days,29379,,All Inclusive
"22.9. - 29.9.
							(8 dní)",20817,Rhodos,Blue Sea Beach Resort,7981,Čedok,Ultra All inclusive
"23.9. - 30.9.
							(8 dní)",21678,Rhodos,Blue Sea Beach Resort,7981,,All Inclusive
"24.9. - 1.10.
							(8 dní)",20110,Rhodos,Blue Sea Beach Resort,7981,Maxi Reisen,All Inclusive
"22.9. - 29.9.
							(8 dní)",12951,Rhodos,Loutanis,8576,Travel 2002,All Inclusive
"23.9. - 30.9.
							(8 dní)",11680,Rhodos,Loutanis,8576,My Planet (Travel Planet),All Inclusive
"22.9. - 29.9.
							(8 dní)",17367,Rhodos,Kamari Beach,21462,Brenna,All Inclusive
"23.9. - 30.9.
							(8 dní)",14180,Rhodos,Kamari Beach,21462,,All Inclusive
"24.9. - 1.10.
							(8 dní)",14880,Rhodos,Kamari Beach,21462,My Planet (Travel Planet),All Inclusive
"15.9. - 23.9.
							(9 dní)",21876,Rhodos,Sunshine Rhodes,52988,,All Inclusive
"15.9. - 24.9.
							(10 dní)",27090,Rhodos,Sunshine Rhodes,52988,Exim Tours,All Inclusive
"15.9. - 22.9.
							(8 dní)",12193,Rhodos,Evi,27706,Čedok,All Inclusive
"16.9. - 23.9.
							(8 dní)",10790,Rhodos,Evi,27706,,All Inclusive
"17.9. - 24.9.
							(8 dní)",11980,Rhodos,Evi,27706,Pantour,All Inclusive
"17.9. - 24.9.
							(8 dní)",21790,Rhodos,Lutania Beach,8583,Blue Style,All Inclusive
"15.9. - 22.9.
							(8 dní)",17422,Rhodos,Labranda Blue Bay Beach,7965,Solartour SK,All Inclusive
"16.9. - 23.9.
							(8 dní)",15950,Rhodos,Labranda Blue Bay Beach,7965,Electra Tours,All Inclusive
"17.9. - 24.9.
							(8 dní)",17394,Rhodos,Labranda Blue Bay Beach,7965,Solartour SK,All Inclusive
"16.9. - 23.9.
							(8 dní)",12898,Rhodos,Happy Days,29379,Maxi Reisen,All Inclusive
"16.9. - 23.9.
							(8 dní)",11310,Rhodos,Happy Days,29379,Maxi Reisen,Polopenze
"17.9. - 24.9.
							(8 dní)",10764,Rhodos,Happy Days,29379,Maxi Reisen,Polopenze
"15.9. - 22.9.
							(8 dní)",20817,Rhodos,Blue Sea Beach Resort,7981,Čedok,Ultra All inclusive
"15.9. - 22.9.
							(8 dní)",24855,Rhodos,Blue Sea Beach Resort,7981,,All Inclusive
"15.9. - 23.9.
							(9 dní)",24981,Rhodos,Blue Sea Beach Resort,7981,Brenna,Ultra All inclusive
"15.9. - 22.9.
							(8 dní)",12951,Rhodos,Loutanis,8576,Travel 2002,All Inclusive
"16.9. - 23.9.
							(8 dní)",11390,Rhodos,Loutanis,8576,Pantour,All Inclusive
"15.9. - 22.9.
							(8 dní)",17331,Rhodos,Kamari Beach,21462,Exim Tours,All Inclusive
"15.9. - 23.9.
							(9 dní)",17331,Rhodos,Kamari Beach,21462,Exim Tours,All Inclusive
"16.9. - 23.9.
							(8 dní)",15540,Rhodos,Kamari Beach,21462,My Planet (Travel Planet),All Inclusive
"8.9. - 15.9.
							(8 dní)",24041,Rhodos,Sunshine Rhodes,52988,Exim Tours,All Inclusive
"8.9. - 16.9.
							(9 dní)",24041,Rhodos,Sunshine Rhodes,52988,Exim Tours,All Inclusive
"8.9. - 17.9.
							(10 dní)",31790,Rhodos,Sunshine Rhodes,52988,Snail Travel Int.,All Inclusive
"8.9. - 15.9.
							(8 dní)",12193,Rhodos,Evi,27706,Čedok,All Inclusive
"9.9. - 16.9.
							(8 dní)",12390,Rhodos,Evi,27706,,All Inclusive
"10.9. - 17.9.
							(8 dní)",13219,Rhodos,Evi,27706,Pantour,All Inclusive
"10.9. - 17.9.
							(8 dní)",23690,Rhodos,Lutania Beach,8583,Blue Style,All Inclusive
"8.9. - 15.9.
							(8 dní)",20064,Rhodos,Labranda Blue Bay Beach,7965,Solartour SK,All Inclusive
"9.9. - 16.9.
							(8 dní)",19590,Rhodos,Labranda Blue Bay Beach,7965,Electra Tours,All Inclusive
"10.9. - 17.9.
							(8 dní)",19474,Rhodos,Labranda Blue Bay Beach,7965,Solartour SK,All Inclusive
"8.9. - 15.9.
							(8 dní)",14775,Rhodos,Happy Days,29379,Brenna,All Inclusive
"9.9. - 16.9.
							(8 dní)",13919,Rhodos,Happy Days,29379,,All Inclusive
"9.9. - 16.9.
							(8 dní)",12331,Rhodos,Happy Days,29379,Maxi Reisen,Polopenze
"8.9. - 15.9.
							(8 dní)",20817,Rhodos,Blue Sea Beach Resort,7981,Čedok,Ultra All inclusive
"8.9. - 15.9.
							(8 dní)",24855,Rhodos,Blue Sea Beach Resort,7981,,All Inclusive
"8.9. - 16.9.
							(9 dní)",26111,Rhodos,Blue Sea Beach Resort,7981,Brenna,Ultra All inclusive
"8.9. - 15.9.
							(8 dní)",13527,Rhodos,Loutanis,8576,Travel 2002,All Inclusive
"9.9. - 16.9.
							(8 dní)",13180,Rhodos,Loutanis,8576,My Planet (Travel Planet),All Inclusive
"8.9. - 15.9.
							(8 dní)",19211,Rhodos,Kamari Beach,21462,Exim Tours,All Inclusive
"8.9. - 16.9.
							(9 dní)",19211,Rhodos,Kamari Beach,21462,Exim Tours,All Inclusive
"9.9. - 16.9.
							(8 dní)",17280,Rhodos,Kamari Beach,21462,My Planet (Travel Planet),All Inclusive
"4.8. - 11.8.
							(8 dní)",25684,Rhodos,Sunshine Rhodes,52988,Solartour SK,All Inclusive
"4.8. - 12.8.
							(9 dní)",28371,Rhodos,Sunshine Rhodes,52988,Exim Tours,All Inclusive
"4.8. - 13.8.
							(10 dní)",38090,Rhodos,Sunshine Rhodes,52988,Snail Travel Int.,All Inclusive
"4.8. - 11.8.
							(8 dní)",15098,Rhodos,Evi,27706,Čedok,All Inclusive
"5.8. - 12.8.
							(8 dní)",13390,Rhodos,Evi,27706,,All Inclusive
"6.8. - 13.8.
							(8 dní)",16043,Rhodos,Evi,27706,Pantour,All Inclusive
"6.8. - 13.8.
							(8 dní)",24090,Rhodos,Lutania Beach,8583,Blue Style,All Inclusive
"4.8. - 11.8.
							(8 dní)",22312,Rhodos,Labranda Blue Bay Beach,7965,Solartour SK,All Inclusive
"5.8. - 12.8.
							(8 dní)",19890,Rhodos,Labranda Blue Bay Beach,7965,Electra Tours,All Inclusive
"6.8. - 13.8.
							(8 dní)",23408,Rhodos,Labranda Blue Bay Beach,7965,Solartour SK,All Inclusive
"4.8. - 11.8.
							(8 dní)",15484,Rhodos,Happy Days,29379,Solartour SK,Polopenze
"4.8. - 11.8.
							(8 dní)",17079,Rhodos,Happy Days,29379,Brenna,All Inclusive
"5.8. - 12.8.
							(8 dní)",15690,Rhodos,Happy Days,29379,,All Inclusive
"4.8. - 11.8.
							(8 dní)",32035,Rhodos,Blue Sea Beach Resort,7981,Solartour SK,All Inclusive
"4.8. - 11.8.
							(8 dní)",22597,Rhodos,Blue Sea Beach Resort,7981,Čedok,Ultra All inclusive
"5.8. - 12.8.
							(8 dní)",27527,Rhodos,Blue Sea Beach Resort,7981,,All Inclusive
"4.8. - 11.8.
							(8 dní)",15735,Rhodos,Loutanis,8576,Travel 2002,All Inclusive
"5.8. - 12.8.
							(8 dní)",15580,Rhodos,Loutanis,8576,My Planet (Travel Planet),All Inclusive
"4.8. - 11.8.
							(8 dní)",22359,Rhodos,Kamari Beach,21462,Brenna,All Inclusive
"4.8. - 12.8.
							(9 dní)",22501,Rhodos,Kamari Beach,21462,,All Inclusive
"5.8. - 12.8.
							(8 dní)",19770,Rhodos,Kamari Beach,21462,Exim Tours,All Inclusive
"28.7. - 4.8.
							(8 dní)",26864,Rhodos,Sunshine Rhodes,52988,Solartour SK,All Inclusive
"28.7. - 5.8.
							(9 dní)",28371,Rhodos,Sunshine Rhodes,52988,Exim Tours,All Inclusive
"28.7. - 6.8.
							(10 dní)",38090,Rhodos,Sunshine Rhodes,52988,Snail Travel Int.,All Inclusive
"28.7. - 4.8.
							(8 dní)",15098,Rhodos,Evi,27706,Čedok,All Inclusive
"29.7. - 5.8.
							(8 dní)",13390,Rhodos,Evi,27706,,All Inclusive
"30.7. - 6.8.
							(8 dní)",16043,Rhodos,Evi,27706,Pantour,All Inclusive
"30.7. - 6.8.
							(8 dní)",24090,Rhodos,Lutania Beach,8583,Blue Style,All Inclusive
"28.7. - 4.8.
							(8 dní)",23492,Rhodos,Labranda Blue Bay Beach,7965,Solartour SK,All Inclusive
"29.7. - 5.8.
							(8 dní)",19890,Rhodos,Labranda Blue Bay Beach,7965,Electra Tours,All Inclusive
"30.7. - 6.8.
							(8 dní)",23492,Rhodos,Labranda Blue Bay Beach,7965,Solartour SK,All Inclusive
"29.7. - 5.8.
							(8 dní)",16470,Rhodos,Happy Days,29379,Maxi Reisen,All Inclusive
"29.7. - 5.8.
							(8 dní)",14882,Rhodos,Happy Days,29379,Maxi Reisen,Polopenze
"30.7. - 6.8.
							(8 dní)",13950,Rhodos,Happy Days,29379,Fischer,Polopenze
"28.7. - 4.8.
							(8 dní)",33215,Rhodos,Blue Sea Beach Resort,7981,Solartour SK,All Inclusive
"28.7. - 4.8.
							(8 dní)",22597,Rhodos,Blue Sea Beach Resort,7981,Čedok,Ultra All inclusive
"29.7. - 5.8.
							(8 dní)",27527,Rhodos,Blue Sea Beach Resort,7981,,All Inclusive
"28.7. - 4.8.
							(8 dní)",15735,Rhodos,Loutanis,8576,Travel 2002,All Inclusive
"29.7. - 5.8.
							(8 dní)",15580,Rhodos,Loutanis,8576,My Planet (Travel Planet),All Inclusive
"28.7. - 4.8.
							(8 dní)",22359,Rhodos,Kamari Beach,21462,Brenna,All Inclusive
"28.7. - 5.8.
							(9 dní)",33206,Rhodos,Kamari Beach,21462,,All Inclusive
"29.7. - 5.8.
							(8 dní)",19660,Rhodos,Kamari Beach,21462,Exim Tours,All Inclusive
"7.7. - 14.7.
							(8 dní)",24279,Rhodos,Sunshine Rhodes,52988,Brenna,All Inclusive
"7.7. - 16.7.
							(10 dní)",33090,Rhodos,Sunshine Rhodes,52988,,All Inclusive
"8.7. - 15.7.
							(8 dní)",26490,Rhodos,Sunshine Rhodes,52988,Snail Travel Int.,All Inclusive
"7.7. - 14.7.
							(8 dní)",15928,Rhodos,Evi,27706,Čedok,All Inclusive
"8.7. - 15.7.
							(8 dní)",13390,Rhodos,Evi,27706,,All Inclusive
"9.7. - 16.7.
							(8 dní)",16043,Rhodos,Evi,27706,Pantour,All Inclusive
"9.7. - 16.7.
							(8 dní)",23790,Rhodos,Lutania Beach,8583,Blue Style,All Inclusive
"7.7. - 14.7.
							(8 dní)",24757,Rhodos,Labranda Blue Bay Beach,7965,Solartour SK,All Inclusive
"8.7. - 15.7.
							(8 dní)",17890,Rhodos,Labranda Blue Bay Beach,7965,Electra Tours,All Inclusive
"9.7. - 16.7.
							(8 dní)",21300,Rhodos,Labranda Blue Bay Beach,7965,Solartour SK,All Inclusive
"8.7. - 15.7.
							(8 dní)",13420,Rhodos,Happy Days,29379,My Planet (Travel Planet),All Inclusive
"21.7. - 28.7.
							(8 dní)",26864,Rhodos,Sunshine Rhodes,52988,Solartour SK,All Inclusive
"8.7. - 15.7.
							(8 dní)",26866,Rhodos,Blue Sea Beach Resort,7981,Exim Tours,Ultra All inclusive
"8.7. - 15.7.
							(8 dní)",28306,Rhodos,Blue Sea Beach Resort,7981,Neckermann CZ,All Inclusive
"9.7. - 16.7.
							(8 dní)",31810,Rhodos,Blue Sea Beach Resort,7981,Solartour SK,All Inclusive
"8.7. - 15.7.
							(8 dní)",13480,Rhodos,Loutanis,8576,My Planet (Travel Planet),All Inclusive
"7.7. - 14.7.
							(8 dní)",22359,Rhodos,Kamari Beach,21462,Travel 2002,All Inclusive
"8.7. - 15.7.
							(8 dní)",19980,Rhodos,Kamari Beach,21462,My Planet (Travel Planet),All Inclusive
"21.7. - 29.7.
							(9 dní)",28371,Rhodos,Sunshine Rhodes,52988,Exim Tours,All Inclusive
"21.7. - 30.7.
							(10 dní)",38090,Rhodos,Sunshine Rhodes,52988,Snail Travel Int.,All Inclusive
"21.7. - 28.7.
							(8 dní)",15098,Rhodos,Evi,27706,Čedok,All Inclusive
"22.7. - 29.7.
							(8 dní)",13390,Rhodos,Evi,27706,,All Inclusive
"23.7. - 30.7.
							(8 dní)",16043,Rhodos,Evi,27706,Pantour,All Inclusive
"23.7. - 30.7.
							(8 dní)",24090,Rhodos,Lutania Beach,8583,Blue Style,All Inclusive
"21.7. - 28.7.
							(8 dní)",20738,Rhodos,Labranda Blue Bay Beach,7965,Solartour SK,All Inclusive
"22.7. - 29.7.
							(8 dní)",19590,Rhodos,Labranda Blue Bay Beach,7965,Electra Tours,All Inclusive
"23.7. - 30.7.
							(8 dní)",20738,Rhodos,Labranda Blue Bay Beach,7965,Solartour SK,All Inclusive
"22.7. - 29.7.
							(8 dní)",14882,Rhodos,Happy Days,29379,Maxi Reisen,Polopenze
"22.7. - 29.7.
							(8 dní)",16470,Rhodos,Happy Days,29379,Maxi Reisen,All Inclusive
"23.7. - 30.7.
							(8 dní)",15709,Rhodos,Happy Days,29379,Maxi Reisen,All Inclusive
"21.7. - 28.7.
							(8 dní)",22597,Rhodos,Blue Sea Beach Resort,7981,Čedok,Ultra All inclusive
"21.7. - 28.7.
							(8 dní)",27063,Rhodos,Blue Sea Beach Resort,7981,,All Inclusive
"21.7. - 29.7.
							(9 dní)",26866,Rhodos,Blue Sea Beach Resort,7981,Brenna,Ultra All inclusive
"21.7. - 28.7.
							(8 dní)",17226,Rhodos,Loutanis,8576,VTT,All Inclusive
"22.7. - 29.7.
							(8 dní)",14480,Rhodos,Loutanis,8576,My Planet (Travel Planet),All Inclusive
"21.7. - 28.7.
							(8 dní)",22359,Rhodos,Kamari Beach,21462,Brenna,All Inclusive
"21.7. - 29.7.
							(9 dní)",22501,Rhodos,Kamari Beach,21462,,All Inclusive
"22.7. - 29.7.
							(8 dní)",20240,Rhodos,Kamari Beach,21462,Exim Tours,All Inclusive
"17.6. - 24.6.
							(8 dní)",26290,Rhodos,Sunshine Rhodes,52988,My Planet (Travel Planet),All Inclusive
"16.6. - 23.6.
							(8 dní)",14583,Rhodos,Evi,27706,Travel 2002,All Inclusive
"17.6. - 24.6.
							(8 dní)",11890,Rhodos,Evi,27706,Pantour,All Inclusive
"18.6. - 25.6.
							(8 dní)",13972,Rhodos,Evi,27706,,All Inclusive
"18.6. - 25.6.
							(8 dní)",21590,Rhodos,Lutania Beach,8583,Blue Style,All Inclusive
"16.6. - 23.6.
							(8 dní)",19390,Rhodos,Labranda Blue Bay Beach,7965,Solartour SK,All Inclusive
"17.6. - 24.6.
							(8 dní)",15990,Rhodos,Labranda Blue Bay Beach,7965,Electra Tours,All Inclusive
"18.6. - 25.6.
							(8 dní)",19390,Rhodos,Labranda Blue Bay Beach,7965,Solartour SK,All Inclusive
"17.6. - 24.6.
							(8 dní)",11790,Rhodos,Happy Days,29379,Pantour,Polopenze
