Dates,Destination,InviaCode,Operator,MealType,Price,Hotel,Airport,Minute
"21.5. - 31.5.
							(11 dní)",Rhodos,52988,Electra Tours,All Inclusive,20 550 Kč,Sunshine Rhodes,Letecky - Praha,FM
"21.5. - 3.6.
							(14 dní)",Rhodos,52988,Electra Tours,All Inclusive,24 650 Kč,Sunshine Rhodes,Letecky - Praha,FM
"25.5. - 31.5.
							(7 dní)",Rhodos,52988,Electra Tours,All Inclusive,15 590 Kč,Sunshine Rhodes,Letecky - Praha,FM
"25.5. - 3.6.
							(10 dní)",Rhodos,52988,Electra Tours,All Inclusive,19 750 Kč,Sunshine Rhodes,Letecky - Praha,FM
"1.6. - 4.6.
							(4 dny)",Rhodos,52988,Electra Tours,All Inclusive,12 890 Kč,Sunshine Rhodes,Letecky - Praha,FM
"3.6. - 10.6.
							(8 dní)",Rhodos,52988,Electra Tours,All Inclusive,18 490 Kč,Sunshine Rhodes,Letecky - Praha,FM
"6.6. - 13.6.
							(8 dní)",Rhodos,52988,Electra Tours,All Inclusive,18 850 Kč,Sunshine Rhodes,Letecky - Brno,FM
"7.6. - 11.6.
							(5 dní)",Rhodos,52988,Electra Tours,All Inclusive,14 350 Kč,Sunshine Rhodes,Letecky - Praha,Last minute
"10.6. - 17.6.
							(8 dní)",Rhodos,52988,Electra Tours,All Inclusive,23 590 Kč,Sunshine Rhodes,Letecky - Praha,FM
"29.6. - 2.7.
							(4 dny)",Rhodos,52988,Electra Tours,All Inclusive,13 490 Kč,Sunshine Rhodes,Letecky - Praha,FM
"10.8. - 13.8.
							(4 dny)",Rhodos,7981,Electra Tours,All Inclusive,15 750 Kč,Blue Sea Beach Resort,Letecky - Praha,Last minute
"10.8. - 20.8.
							(11 dní)",Rhodos,7981,Electra Tours,All Inclusive,32 550 Kč,Blue Sea Beach Resort,Letecky - Praha,FM
"12.8. - 19.8.
							(8 dní)",Rhodos,7981,Electra Tours,All Inclusive,25 750 Kč,Blue Sea Beach Resort,Letecky - Praha,FM
"12.8. - 23.8.
							(12 dní)",Rhodos,7981,Electra Tours,All Inclusive,33 650 Kč,Blue Sea Beach Resort,Letecky - Praha,FM
"15.8. - 22.8.
							(8 dní)",Rhodos,7981,Electra Tours,All Inclusive,24 550 Kč,Blue Sea Beach Resort,Letecky - Brno,FM
"16.8. - 20.8.
							(5 dní)",Rhodos,7981,Electra Tours,All Inclusive,17 850 Kč,Blue Sea Beach Resort,Letecky - Praha,Last minute
"19.8. - 26.8.
							(8 dní)",Rhodos,7981,Electra Tours,All Inclusive,23 390 Kč,Blue Sea Beach Resort,Letecky - Praha,FM
"24.8. - 27.8.
							(4 dny)",Rhodos,7981,Electra Tours,All Inclusive,14 750 Kč,Blue Sea Beach Resort,Letecky - Praha,Last minute
"9.9. - 16.9.
							(8 dní)",Rhodos,7981,Electra Tours,All Inclusive,23 250 Kč,Blue Sea Beach Resort,Letecky - Praha,FM
"12.9. - 19.9.
							(8 dní)",Rhodos,7981,Electra Tours,All Inclusive,23 150 Kč,Blue Sea Beach Resort,Letecky - Brno,FM
"14.6. - 25.6.
							(12 dní)",Korfu,27669,Electra Tours,All Inclusive,35 690 Kč,Mitsis Roda Beach Resort & Spa,Letecky - Praha,FM
"15.6. - 22.6.
							(8 dní)",Korfu,27669,Electra Tours,All Inclusive,25 690 Kč,Mitsis Roda Beach Resort & Spa,Letecky - Brno,FM
"17.6. - 24.6.
							(8 dní)",Korfu,27669,Electra Tours,All Inclusive,25 550 Kč,Mitsis Roda Beach Resort & Spa,Letecky - Praha,FM
"19.6. - 26.6.
							(8 dní)",Korfu,27669,Electra Tours,All Inclusive,26 650 Kč,Mitsis Roda Beach Resort & Spa,Letecky - Brno,FM
"24.6. - 1.7.
							(8 dní)",Korfu,27669,Electra Tours,All Inclusive,25 890 Kč,Mitsis Roda Beach Resort & Spa,Letecky - Praha,FM
"8.7. - 15.7.
							(8 dní)",Korfu,27669,Electra Tours,All Inclusive,30 850 Kč,Mitsis Roda Beach Resort & Spa,Letecky - Praha,FM
"8.7. - 19.7.
							(12 dní)",Korfu,27669,Electra Tours,All Inclusive,44 590 Kč,Mitsis Roda Beach Resort & Spa,Letecky - Praha,FM
"9.7. - 23.7.
							(15 dní)",Korfu,27669,Electra Tours,All Inclusive,53 750 Kč,Mitsis Roda Beach Resort & Spa,Letecky - Praha,FM
"12.7. - 23.7.
							(12 dní)",Korfu,27669,Electra Tours,All Inclusive,44 590 Kč,Mitsis Roda Beach Resort & Spa,Letecky - Praha,FM
"15.7. - 22.7.
							(8 dní)",Korfu,27669,Electra Tours,All Inclusive,30 850 Kč,Mitsis Roda Beach Resort & Spa,Letecky - Praha,FM
"3.6. - 10.6.
							(8 dní)",Korfu,46475,Electra Tours,All Inclusive,14 350 Kč,Summertime Apartments,Letecky - Praha,FM
"5.6. - 12.6.
							(8 dní)",Korfu,46475,Electra Tours,All Inclusive,14 950 Kč,Summertime Apartments,Letecky - Brno,FM
"8.6. - 15.6.
							(8 dní)",Korfu,46475,Electra Tours,All Inclusive,14 950 Kč,Summertime Apartments,Letecky - Brno,FM
"10.6. - 17.6.
							(8 dní)",Korfu,46475,Electra Tours,All Inclusive,14 450 Kč,Summertime Apartments,Letecky - Praha,FM
"11.6. - 22.6.
							(12 dní)",Korfu,46475,Electra Tours,All Inclusive,25 750 Kč,Summertime Apartments,Letecky - Praha,FM
"11.6. - 25.6.
							(15 dní)",Korfu,46475,Electra Tours,All Inclusive,30 390 Kč,Summertime Apartments,Letecky - Praha,FM
"12.6. - 19.6.
							(8 dní)",Korfu,46475,Electra Tours,All Inclusive,15 090 Kč,Summertime Apartments,Letecky - Brno,FM
"14.6. - 25.6.
							(12 dní)",Korfu,46475,Electra Tours,All Inclusive,26 050 Kč,Summertime Apartments,Letecky - Praha,FM
"15.6. - 22.6.
							(8 dní)",Korfu,46475,Electra Tours,All Inclusive,19 890 Kč,Summertime Apartments,Letecky - Brno,FM
"17.6. - 24.6.
							(8 dní)",Korfu,46475,Electra Tours,All Inclusive,20 150 Kč,Summertime Apartments,Letecky - Praha,FM
"6.6. - 13.6.
							(8 dní)",Rhodos,8583,Electra Tours,All Inclusive,19 050 Kč,Lutania Beach,Letecky - Brno,FM
"7.6. - 11.6.
							(5 dní)",Rhodos,8583,Electra Tours,All Inclusive,14 250 Kč,Lutania Beach,Letecky - Praha,Last minute
"22.7. - 2.8.
							(12 dní)",Rhodos,8583,Electra Tours,All Inclusive,31 390 Kč,Lutania Beach,Letecky - Praha,FM
"25.7. - 1.8.
							(8 dní)",Rhodos,8583,Electra Tours,All Inclusive,23 190 Kč,Lutania Beach,Letecky - Brno,FM
"27.7. - 30.7.
							(4 dny)",Rhodos,8583,Electra Tours,All Inclusive,14 750 Kč,Lutania Beach,Letecky - Praha,Last minute
"30.7. - 10.8.
							(12 dní)",Rhodos,8583,Electra Tours,All Inclusive,31 650 Kč,Lutania Beach,Letecky - Praha,FM
"2.8. - 6.8.
							(5 dní)",Rhodos,8583,Electra Tours,All Inclusive,16 650 Kč,Lutania Beach,Letecky - Praha,Last minute
"20.8. - 31.8.
							(12 dní)",Rhodos,8583,Electra Tours,All Inclusive,29 850 Kč,Lutania Beach,Letecky - Praha,FM
"22.8. - 29.8.
							(8 dní)",Rhodos,8583,Electra Tours,All Inclusive,22 850 Kč,Lutania Beach,Letecky - Brno,FM
"24.8. - 27.8.
							(4 dny)",Rhodos,8583,Electra Tours,All Inclusive,14 590 Kč,Lutania Beach,Letecky - Praha,Last minute
"21.5. - 4.6.
							(15 dní)",Kréta,36829,Electra Tours,All Inclusive,24 290 Kč,Dessole Dolphin Bay Resort,Letecky - Praha,FM
"24.5. - 4.6.
							(12 dní)",Kréta,36829,Electra Tours,All Inclusive,21 790 Kč,Dessole Dolphin Bay Resort,Letecky - Praha,FM
"28.5. - 4.6.
							(8 dní)",Kréta,36829,Electra Tours,All Inclusive,16 490 Kč,Dessole Dolphin Bay Resort,Letecky - Praha,FM
"1.6. - 4.6.
							(4 dny)",Kréta,36829,Electra Tours,All Inclusive,12 850 Kč,Dessole Dolphin Bay Resort,Letecky - Praha,Last minute
"13.7. - 27.7.
							(15 dní)",Kréta,36829,Electra Tours,All Inclusive,39 150 Kč,Dessole Dolphin Bay Resort,Letecky - Brno,FM
"16.7. - 23.7.
							(8 dní)",Kréta,36829,Electra Tours,All Inclusive,23 550 Kč,Dessole Dolphin Bay Resort,"Letecky - Praha, Brno",FM
"16.7. - 26.7.
							(11 dní)",Kréta,36829,Electra Tours,All Inclusive,30 490 Kč,Dessole Dolphin Bay Resort,Letecky - Praha,FM
"16.7. - 30.7.
							(15 dní)",Kréta,36829,Electra Tours,All Inclusive,42 550 Kč,Dessole Dolphin Bay Resort,Letecky - Praha,FM
"20.7. - 3.8.
							(15 dní)",Kréta,36829,Electra Tours,All Inclusive,43 790 Kč,Dessole Dolphin Bay Resort,Letecky - Brno,FM
"23.7. - 30.7.
							(8 dní)",Kréta,36829,Electra Tours,All Inclusive,25 750 Kč,Dessole Dolphin Bay Resort,"Letecky - Praha, Brno",FM
"21.5. - 31.5.
							(11 dní)",Rhodos,27706,Electra Tours,All Inclusive,12 250 Kč,Evi,Letecky - Praha,FM
"21.5. - 3.6.
							(14 dní)",Rhodos,27706,Electra Tours,All Inclusive,13 750 Kč,Evi,Letecky - Praha,FM
"25.5. - 31.5.
							(7 dní)",Rhodos,27706,Electra Tours,All Inclusive,10 650 Kč,Evi,Letecky - Praha,FM
"25.5. - 3.6.
							(10 dní)",Rhodos,27706,Electra Tours,All Inclusive,12 150 Kč,Evi,Letecky - Praha,FM
"1.6. - 4.6.
							(4 dny)",Rhodos,27706,Electra Tours,All Inclusive,10 090 Kč,Evi,Letecky - Praha,FM
"3.6. - 10.6.
							(8 dní)",Rhodos,27706,Electra Tours,All Inclusive,12 250 Kč,Evi,Letecky - Praha,FM
"6.6. - 13.6.
							(8 dní)",Rhodos,27706,Electra Tours,All Inclusive,12 790 Kč,Evi,Letecky - Brno,FM
"7.6. - 11.6.
							(5 dní)",Rhodos,27706,Electra Tours,All Inclusive,10 650 Kč,Evi,Letecky - Praha,FM
"10.6. - 17.6.
							(8 dní)",Rhodos,27706,Electra Tours,All Inclusive,12 650 Kč,Evi,Letecky - Praha,FM
"10.6. - 21.6.
							(12 dní)",Rhodos,27706,Electra Tours,All Inclusive,15 950 Kč,Evi,Letecky - Praha,FM
"17.6. - 24.6.
							(8 dní)",Korfu,21090,Electra Tours,All Inclusive,13 990 Kč,Alkyon,Letecky - Praha,FM
"24.6. - 1.7.
							(8 dní)",Korfu,21090,Electra Tours,All Inclusive,15 390 Kč,Alkyon,Letecky - Praha,FM
"8.7. - 15.7.
							(8 dní)",Korfu,21090,Electra Tours,All Inclusive,16 390 Kč,Alkyon,Letecky - Praha,FM
"15.7. - 22.7.
							(8 dní)",Korfu,21090,Electra Tours,All Inclusive,16 790 Kč,Alkyon,Letecky - Praha,FM
"22.7. - 29.7.
							(8 dní)",Korfu,21090,Electra Tours,All Inclusive,16 790 Kč,Alkyon,Letecky - Praha,FM
"29.7. - 5.8.
							(8 dní)",Korfu,21090,Electra Tours,All Inclusive,16 790 Kč,Alkyon,Letecky - Praha,FM
"5.8. - 12.8.
							(8 dní)",Korfu,21090,Electra Tours,All Inclusive,16 790 Kč,Alkyon,Letecky - Praha,FM
"12.8. - 19.8.
							(8 dní)",Korfu,21090,Electra Tours,All Inclusive,16 790 Kč,Alkyon,Letecky - Praha,FM
"19.8. - 26.8.
							(8 dní)",Korfu,21090,Electra Tours,All Inclusive,16 790 Kč,Alkyon,Letecky - Praha,FM
"26.8. - 2.9.
							(8 dní)",Korfu,21090,Electra Tours,All Inclusive,15 950 Kč,Alkyon,Letecky - Praha,FM
"8.7. - 15.7.
							(8 dní)",Rhodos,52988,Electra Tours,All Inclusive,23 050 Kč,Sunshine Rhodes,Letecky - Praha,FM
"8.7. - 18.7.
							(11 dní)",Rhodos,52988,Electra Tours,All Inclusive,31 350 Kč,Sunshine Rhodes,Letecky - Praha,FM
"10.7. - 20.7.
							(11 dní)",Rhodos,52988,Electra Tours,All Inclusive,32 550 Kč,Sunshine Rhodes,Letecky - Praha,FM
"13.7. - 16.7.
							(4 dny)",Rhodos,52988,Electra Tours,All Inclusive,15 350 Kč,Sunshine Rhodes,Letecky - Praha,FM
"15.7. - 22.7.
							(8 dní)",Rhodos,52988,Electra Tours,All Inclusive,24 390 Kč,Sunshine Rhodes,Letecky - Praha,FM
"19.7. - 23.7.
							(5 dní)",Rhodos,52988,Electra Tours,All Inclusive,19 250 Kč,Sunshine Rhodes,Letecky - Praha,FM
"20.7. - 30.7.
							(11 dní)",Rhodos,52988,Electra Tours,All Inclusive,30 090 Kč,Sunshine Rhodes,Letecky - Praha,FM
"22.7. - 29.7.
							(8 dní)",Rhodos,52988,Electra Tours,All Inclusive,23 650 Kč,Sunshine Rhodes,Letecky - Praha,FM
"22.7. - 2.8.
							(12 dní)",Rhodos,52988,Electra Tours,All Inclusive,31 990 Kč,Sunshine Rhodes,Letecky - Praha,FM
"25.7. - 1.8.
							(8 dní)",Rhodos,52988,Electra Tours,All Inclusive,23 450 Kč,Sunshine Rhodes,Letecky - Brno,FM
"13.9. - 17.9.
							(5 dní)",Rhodos,7981,Electra Tours,All Inclusive,16 850 Kč,Blue Sea Beach Resort,Letecky - Praha,Last minute
"13.9. - 23.9.
							(11 dní)",Rhodos,7981,Electra Tours,All Inclusive,29 290 Kč,Blue Sea Beach Resort,Letecky - Praha,FM
"16.9. - 23.9.
							(8 dní)",Rhodos,7981,Electra Tours,All Inclusive,23 390 Kč,Blue Sea Beach Resort,Letecky - Praha,FM
"21.9. - 24.9.
							(4 dny)",Rhodos,7981,Electra Tours,All Inclusive,14 190 Kč,Blue Sea Beach Resort,Letecky - Praha,Last minute
"4.10. - 11.10.
							(8 dní)",Rhodos,7981,Electra Tours,All Inclusive,15 090 Kč,Blue Sea Beach Resort,Letecky - Praha,FM
"4.10. - 15.10.
							(12 dní)",Rhodos,7981,Electra Tours,All Inclusive,19 650 Kč,Blue Sea Beach Resort,Letecky - Praha,FM
"7.10. - 14.10.
							(8 dní)",Rhodos,7981,Electra Tours,All Inclusive,15 090 Kč,Blue Sea Beach Resort,Letecky - Praha,FM
"12.8. - 19.8.
							(8 dní)",Korfu,27669,Electra Tours,All Inclusive,30 850 Kč,Mitsis Roda Beach Resort & Spa,Letecky - Praha,FM
"31.8. - 7.9.
							(8 dní)",Korfu,27669,Electra Tours,All Inclusive,25 950 Kč,Mitsis Roda Beach Resort & Spa,Letecky - Brno,FM
"31.8. - 10.9.
							(11 dní)",Korfu,27669,Electra Tours,All Inclusive,34 290 Kč,Mitsis Roda Beach Resort & Spa,Letecky - Praha,FM
"2.9. - 9.9.
							(8 dní)",Korfu,27669,Electra Tours,All Inclusive,25 850 Kč,Mitsis Roda Beach Resort & Spa,Letecky - Praha,FM
"3.9. - 13.9.
							(11 dní)",Korfu,27669,Electra Tours,All Inclusive,33 890 Kč,Mitsis Roda Beach Resort & Spa,Letecky - Praha,FM
"3.9. - 17.9.
							(15 dní)",Korfu,27669,Electra Tours,All Inclusive,41 950 Kč,Mitsis Roda Beach Resort & Spa,Letecky - Praha,FM
"7.9. - 14.9.
							(8 dní)",Korfu,27669,Electra Tours,All Inclusive,25 250 Kč,Mitsis Roda Beach Resort & Spa,Letecky - Brno,FM
"9.9. - 16.9.
							(8 dní)",Korfu,27669,Electra Tours,All Inclusive,24 390 Kč,Mitsis Roda Beach Resort & Spa,Letecky - Praha,FM
"10.9. - 21.9.
							(12 dní)",Korfu,27669,Electra Tours,All Inclusive,33 390 Kč,Mitsis Roda Beach Resort & Spa,Letecky - Praha,FM
"10.9. - 24.9.
							(15 dní)",Korfu,27669,Electra Tours,All Inclusive,39 250 Kč,Mitsis Roda Beach Resort & Spa,Letecky - Praha,FM
"4.10. - 11.10.
							(8 dní)",Rhodos,8583,Electra Tours,All Inclusive,13 690 Kč,Lutania Beach,Letecky - Praha,FM
"4.10. - 15.10.
							(12 dní)",Rhodos,8583,Electra Tours,All Inclusive,17 390 Kč,Lutania Beach,Letecky - Praha,FM
"7.10. - 14.10.
							(8 dní)",Rhodos,8583,Electra Tours,All Inclusive,13 590 Kč,Lutania Beach,Letecky - Praha,FM
"18.6. - 2.7.
							(15 dní)",Korfu,46475,Electra Tours,All Inclusive,31 490 Kč,Summertime Apartments,Letecky - Praha,FM
"19.6. - 26.6.
							(8 dní)",Korfu,46475,Electra Tours,All Inclusive,14 290 Kč,Summertime Apartments,Letecky - Brno,FM
"24.6. - 1.7.
							(8 dní)",Korfu,46475,Electra Tours,All Inclusive,20 150 Kč,Summertime Apartments,Letecky - Praha,FM
"29.6. - 6.7.
							(8 dní)",Korfu,46475,Electra Tours,All Inclusive,16 790 Kč,Summertime Apartments,Letecky - Brno,FM
"1.7. - 8.7.
							(8 dní)",Korfu,46475,Electra Tours,All Inclusive,17 750 Kč,Summertime Apartments,Letecky - Praha,FM
"8.7. - 15.7.
							(8 dní)",Korfu,46475,Electra Tours,All Inclusive,17 190 Kč,Summertime Apartments,Letecky - Praha,FM
"8.7. - 19.7.
							(12 dní)",Korfu,46475,Electra Tours,All Inclusive,22 390 Kč,Summertime Apartments,Letecky - Praha,FM
"9.7. - 23.7.
							(15 dní)",Korfu,46475,Electra Tours,All Inclusive,25 450 Kč,Summertime Apartments,Letecky - Praha,FM
"12.7. - 23.7.
							(12 dní)",Korfu,46475,Electra Tours,All Inclusive,22 390 Kč,Summertime Apartments,Letecky - Praha,FM
"15.7. - 22.7.
							(8 dní)",Korfu,46475,Electra Tours,All Inclusive,17 190 Kč,Summertime Apartments,Letecky - Praha,FM
"23.7. - 6.8.
							(15 dní)",Kréta,36829,Electra Tours,All Inclusive,42 550 Kč,Dessole Dolphin Bay Resort,Letecky - Praha,FM
"26.7. - 6.8.
							(12 dní)",Kréta,36829,Electra Tours,All Inclusive,36 290 Kč,Dessole Dolphin Bay Resort,Letecky - Praha,FM
"27.7. - 10.8.
							(15 dní)",Kréta,36829,Electra Tours,All Inclusive,43 790 Kč,Dessole Dolphin Bay Resort,Letecky - Brno,FM
"30.7. - 6.8.
							(8 dní)",Kréta,36829,Electra Tours,All Inclusive,25 750 Kč,Dessole Dolphin Bay Resort,"Letecky - Praha, Brno",FM
"30.7. - 13.8.
							(15 dní)",Kréta,36829,Electra Tours,All Inclusive,42 590 Kč,Dessole Dolphin Bay Resort,Letecky - Praha,FM
"3.8. - 17.8.
							(15 dní)",Kréta,36829,Electra Tours,All Inclusive,39 150 Kč,Dessole Dolphin Bay Resort,Letecky - Brno,FM
"6.8. - 13.8.
							(8 dní)",Kréta,36829,Electra Tours,All Inclusive,23 550 Kč,Dessole Dolphin Bay Resort,"Letecky - Praha, Brno",FM
"6.8. - 16.8.
							(11 dní)",Kréta,36829,Electra Tours,All Inclusive,30 490 Kč,Dessole Dolphin Bay Resort,Letecky - Praha,FM
"6.8. - 20.8.
							(15 dní)",Kréta,36829,Electra Tours,All Inclusive,38 050 Kč,Dessole Dolphin Bay Resort,Letecky - Praha,FM
"10.8. - 24.8.
							(15 dní)",Kréta,36829,Electra Tours,All Inclusive,38 590 Kč,Dessole Dolphin Bay Resort,Letecky - Brno,FM
"15.6. - 18.6.
							(4 dny)",Rhodos,27706,Electra Tours,All Inclusive,10 790 Kč,Evi,Letecky - Praha,FM
"17.6. - 24.6.
							(8 dní)",Rhodos,27706,Electra Tours,All Inclusive,13 950 Kč,Evi,Letecky - Praha,FM
"20.6. - 27.6.
							(8 dní)",Rhodos,27706,Electra Tours,All Inclusive,13 950 Kč,Evi,Letecky - Brno,FM
"21.6. - 25.6.
							(5 dní)",Rhodos,27706,Electra Tours,All Inclusive,11 550 Kč,Evi,Letecky - Praha,FM
"24.6. - 1.7.
							(8 dní)",Rhodos,27706,Electra Tours,All Inclusive,13 950 Kč,Evi,Letecky - Praha,FM
"24.6. - 4.7.
							(11 dní)",Rhodos,27706,Electra Tours,All Inclusive,17 550 Kč,Evi,Letecky - Praha,FM
"29.6. - 2.7.
							(4 dny)",Rhodos,27706,Electra Tours,All Inclusive,11 090 Kč,Evi,Letecky - Praha,FM
"1.7. - 8.7.
							(8 dní)",Rhodos,27706,Electra Tours,All Inclusive,17 150 Kč,Evi,Letecky - Praha,FM
"8.7. - 15.7.
							(8 dní)",Rhodos,27706,Electra Tours,All Inclusive,16 350 Kč,Evi,Letecky - Praha,FM
"8.7. - 18.7.
							(11 dní)",Rhodos,27706,Electra Tours,All Inclusive,19 650 Kč,Evi,Letecky - Praha,FM
"2.9. - 9.9.
							(8 dní)",Korfu,21090,Electra Tours,All Inclusive,15 390 Kč,Alkyon,Letecky - Praha,FM
"9.9. - 16.9.
							(8 dní)",Korfu,21090,Electra Tours,All Inclusive,15 390 Kč,Alkyon,Letecky - Praha,FM
"16.9. - 23.9.
							(8 dní)",Korfu,21090,Electra Tours,All Inclusive,14 390 Kč,Alkyon,Letecky - Praha,FM
"23.9. - 30.9.
							(8 dní)",Korfu,21090,Electra Tours,All Inclusive,12 390 Kč,Alkyon,Letecky - Praha,FM
"27.7. - 30.7.
							(4 dny)",Rhodos,52988,Electra Tours,All Inclusive,16 550 Kč,Sunshine Rhodes,Letecky - Praha,FM
"29.7. - 5.8.
							(8 dní)",Rhodos,52988,Electra Tours,All Inclusive,23 650 Kč,Sunshine Rhodes,Letecky - Praha,FM
"30.7. - 10.8.
							(12 dní)",Rhodos,52988,Electra Tours,All Inclusive,32 290 Kč,Sunshine Rhodes,Letecky - Praha,FM
"2.8. - 6.8.
							(5 dní)",Rhodos,52988,Electra Tours,All Inclusive,19 250 Kč,Sunshine Rhodes,Letecky - Praha,FM
"5.8. - 12.8.
							(8 dní)",Rhodos,52988,Electra Tours,All Inclusive,23 650 Kč,Sunshine Rhodes,Letecky - Praha,FM
"8.8. - 15.8.
							(8 dní)",Rhodos,52988,Electra Tours,All Inclusive,23 450 Kč,Sunshine Rhodes,Letecky - Brno,FM
"10.8. - 13.8.
							(4 dny)",Rhodos,52988,Electra Tours,All Inclusive,16 550 Kč,Sunshine Rhodes,Letecky - Praha,FM
"10.8. - 20.8.
							(11 dní)",Rhodos,52988,Electra Tours,All Inclusive,31 190 Kč,Sunshine Rhodes,Letecky - Praha,FM
"12.8. - 19.8.
							(8 dní)",Rhodos,52988,Electra Tours,All Inclusive,24 390 Kč,Sunshine Rhodes,Letecky - Praha,FM
"12.8. - 23.8.
							(12 dní)",Rhodos,52988,Electra Tours,All Inclusive,33 150 Kč,Sunshine Rhodes,Letecky - Praha,FM
"21.5. - 31.5.
							(11 dní)",Rhodos,7965,Electra Tours,All Inclusive,16 750 Kč,Labranda Blue Bay Beach,Letecky - Praha,FM
"21.5. - 3.6.
							(14 dní)",Rhodos,7965,Electra Tours,All Inclusive,19 350 Kč,Labranda Blue Bay Beach,Letecky - Praha,FM
"25.5. - 31.5.
							(7 dní)",Rhodos,7965,Electra Tours,All Inclusive,13 350 Kč,Labranda Blue Bay Beach,Letecky - Praha,FM
"25.5. - 3.6.
							(10 dní)",Rhodos,7965,Electra Tours,All Inclusive,15 890 Kč,Labranda Blue Bay Beach,Letecky - Praha,FM
"3.6. - 10.6.
							(8 dní)",Rhodos,7965,Electra Tours,All Inclusive,14 590 Kč,Labranda Blue Bay Beach,Letecky - Praha,FM
"6.6. - 13.6.
							(8 dní)",Rhodos,7965,Electra Tours,All Inclusive,15 190 Kč,Labranda Blue Bay Beach,Letecky - Brno,FM
"7.6. - 11.6.
							(5 dní)",Rhodos,7965,Electra Tours,All Inclusive,11 950 Kč,Labranda Blue Bay Beach,Letecky - Praha,FM
"10.6. - 17.6.
							(8 dní)",Rhodos,7965,Electra Tours,All Inclusive,14 990 Kč,Labranda Blue Bay Beach,Letecky - Praha,FM
"10.6. - 21.6.
							(12 dní)",Rhodos,7965,Electra Tours,All Inclusive,21 050 Kč,Labranda Blue Bay Beach,Letecky - Praha,FM
"17.6. - 24.6.
							(8 dní)",Rhodos,7965,Electra Tours,All Inclusive,15 990 Kč,Labranda Blue Bay Beach,Letecky - Praha,FM
"3.6. - 10.6.
							(8 dní)",Zakynthos,32025,Electra Tours,Snídaně,14 950 Kč,Astir Palace,Letecky - Praha,FM
"3.6. - 10.6.
							(8 dní)",Zakynthos,32025,Electra Tours,Polopenze,17 090 Kč,Astir Palace,Letecky - Praha,FM
"3.6. - 10.6.
							(8 dní)",Zakynthos,32025,Electra Tours,All Inclusive,19 790 Kč,Astir Palace,Letecky - Praha,FM
"3.6. - 14.6.
							(12 dní)",Zakynthos,32025,Electra Tours,Snídaně,17 990 Kč,Astir Palace,Letecky - Praha,FM
"3.6. - 14.6.
							(12 dní)",Zakynthos,32025,Electra Tours,Polopenze,21 450 Kč,Astir Palace,Letecky - Praha,FM
"3.6. - 14.6.
							(12 dní)",Zakynthos,32025,Electra Tours,All Inclusive,25 990 Kč,Astir Palace,Letecky - Praha,FM
"6.6. - 13.6.
							(8 dní)",Zakynthos,32025,Electra Tours,Polopenze,17 250 Kč,Astir Palace,Letecky - Brno,FM
"6.6. - 13.6.
							(8 dní)",Zakynthos,32025,Electra Tours,All Inclusive,20 150 Kč,Astir Palace,Letecky - Brno,FM
"6.6. - 13.6.
							(8 dní)",Zakynthos,32025,Electra Tours,Snídaně,15 050 Kč,Astir Palace,Letecky - Brno,FM
"24.6. - 1.7.
							(8 dní)",Zakynthos,32025,Electra Tours,Snídaně,16 290 Kč,Astir Palace,Letecky - Praha,FM
"1.6. - 4.6.
							(4 dny)",Rhodos,21860,Electra Tours,Snídaně,9 750 Kč,Nirvana Beach,Letecky - Praha,FM
"3.6. - 10.6.
							(8 dní)",Rhodos,21860,Electra Tours,Snídaně,11 390 Kč,Nirvana Beach,Letecky - Praha,FM
"6.6. - 13.6.
							(8 dní)",Rhodos,21860,Electra Tours,Snídaně,11 950 Kč,Nirvana Beach,Letecky - Brno,FM
"7.6. - 11.6.
							(5 dní)",Rhodos,21860,Electra Tours,Snídaně,10 190 Kč,Nirvana Beach,Letecky - Praha,FM
"10.6. - 17.6.
							(8 dní)",Rhodos,21860,Electra Tours,Snídaně,11 390 Kč,Nirvana Beach,Letecky - Praha,FM
"10.6. - 21.6.
							(12 dní)",Rhodos,21860,Electra Tours,Snídaně,13 650 Kč,Nirvana Beach,Letecky - Praha,FM
"15.6. - 18.6.
							(4 dny)",Rhodos,21860,Electra Tours,Snídaně,9 750 Kč,Nirvana Beach,Letecky - Praha,FM
"17.6. - 24.6.
							(8 dní)",Rhodos,21860,Electra Tours,Snídaně,12 550 Kč,Nirvana Beach,Letecky - Praha,FM
"20.6. - 27.6.
							(8 dní)",Rhodos,21860,Electra Tours,Snídaně,12 850 Kč,Nirvana Beach,Letecky - Brno,FM
"21.6. - 25.6.
							(5 dní)",Rhodos,21860,Electra Tours,Snídaně,10 950 Kč,Nirvana Beach,Letecky - Praha,FM
"21.5. - 4.6.
							(15 dní)",Kréta,8599,Electra Tours,All Inclusive,18 750 Kč,Malia Bay,Letecky - Praha,FM
"24.5. - 4.6.
							(12 dní)",Kréta,8599,Electra Tours,All Inclusive,18 990 Kč,Malia Bay,Letecky - Praha,FM
"28.5. - 4.6.
							(8 dní)",Kréta,8599,Electra Tours,All Inclusive,14 250 Kč,Malia Bay,Letecky - Praha,FM
"1.6. - 4.6.
							(4 dny)",Kréta,8599,Electra Tours,All Inclusive,11 590 Kč,Malia Bay,Letecky - Praha,Last minute
"6.9. - 17.9.
							(12 dní)",Kréta,8599,Electra Tours,All Inclusive,22 190 Kč,Malia Bay,Letecky - Praha,FM
